weather/find	10:20:weather/attribute	ฉันควรจะนำเสื้อกันลมของฉันไปด้วยหรือไม่?	th_TH	{"tokenizations": [{"tokens": ["ฉัน", "ควร", "จะ", "นํา", "เสื้อ", "กัน", "ลม", "ของ", "ฉัน", "ไป", "ด้วย", "หรือ", "ไม่", "?"], "tokenSpans": [{"start": 0, "length": 3}, {"start": 3, "length": 3}, {"start": 6, "length": 2}, {"start": 8, "length": 2}, {"start": 10, "length": 5}, {"start": 15, "length": 3}, {"start": 18, "length": 2}, {"start": 20, "length": 3}, {"start": 23, "length": 3}, {"start": 26, "length": 2}, {"start": 28, "length": 4}, {"start": 32, "length": 4}, {"start": 36, "length": 3}, {"start": 39, "length": 1}], "tokenizerType": 2, "normalizerType": 1}]}
alarm/cancel_alarm	18:41:datetime	ยกเลิกนาฬิกาปลุกในวันพรุ่งนี้เวลา 12.00 น	th_TH	{"tokenizations": [{"tokens": ["ยกเลิก", "นาฬิกา", "ปลุก", "ใน", "วัน", "พรุ่ง", "นี้", "เวลา", "12.00", "น"], "tokenSpans": [{"start": 0, "length": 6}, {"start": 6, "length": 6}, {"start": 12, "length": 4}, {"start": 16, "length": 2}, {"start": 18, "length": 3}, {"start": 21, "length": 5}, {"start": 26, "length": 3}, {"start": 29, "length": 4}, {"start": 34, "length": 5}, {"start": 40, "length": 1}], "tokenizerType": 2, "normalizerType": 1}]}
alarm/set_alarm		ตั้งนาฬิกาปลุก	th_TH	{"tokenizations": [{"tokens": ["ตั้ง", "นาฬิกา", "ปลุก"], "tokenSpans": [{"start": 0, "length": 4}, {"start": 4, "length": 6}, {"start": 10, "length": 4}], "tokenizerType": 2, "normalizerType": 1}]}
reminder/set_reminder	11:27:reminder/todo	เตือนฉันให้หยุดทานอาหารเย็น	th_TH	{"tokenizations": [{"tokens": ["เตือน", "ฉัน", "ให้", "หยุด", "ทาน", "อาหาร", "เย็น"], "tokenSpans": [{"start": 0, "length": 5}, {"start": 5, "length": 3}, {"start": 8, "length": 3}, {"start": 11, "length": 4}, {"start": 15, "length": 3}, {"start": 18, "length": 5}, {"start": 23, "length": 4}], "tokenizerType": 2, "normalizerType": 1}]}
reminder/set_reminder	11:27:reminder/todo	เตือนฉันให้ซื้อนมถั่วเหลือง	th_TH	{"tokenizations": [{"tokens": ["เตือน", "ฉัน", "ให้", "ซื้อ", "นม", "ถั่ว", "เหลือง"], "tokenSpans": [{"start": 0, "length": 5}, {"start": 5, "length": 3}, {"start": 8, "length": 3}, {"start": 11, "length": 4}, {"start": 15, "length": 2}, {"start": 17, "length": 4}, {"start": 21, "length": 6}], "tokenizerType": 2, "normalizerType": 1}]}
reminder/set_reminder	11:27:reminder/todo,28:37:datetime	เตือนฉันถึงวันเกิดของเพื่อน 8 พฤษภาคม	th_TH	{"tokenizations": [{"tokens": ["เตือน", "ฉัน", "ถึง", "วัน", "เกิด", "ของ", "เพื่อน", "8", "พฤษภาคม"], "tokenSpans": [{"start": 0, "length": 5}, {"start": 5, "length": 3}, {"start": 8, "length": 3}, {"start": 11, "length": 3}, {"start": 14, "length": 4}, {"start": 18, "length": 3}, {"start": 21, "length": 6}, {"start": 28, "length": 1}, {"start": 30, "length": 7}], "tokenizerType": 2, "normalizerType": 1}]}
alarm/set_alarm	9:26:datetime	ตั้งปลุก 6 โมงเช้าพรุ่งนี้	th_TH	{"tokenizations": [{"tokens": ["ตั้ง", "ปลุก", "6", "โมง", "เช้า", "พรุ่ง", "นี้"], "tokenSpans": [{"start": 0, "length": 4}, {"start": 4, "length": 4}, {"start": 9, "length": 1}, {"start": 11, "length": 3}, {"start": 14, "length": 4}, {"start": 18, "length": 5}, {"start": 23, "length": 3}], "tokenizerType": 2, "normalizerType": 1}]}
reminder/show_reminders	4:16:reminder/noun,25:35:datetime	แสดงการแจ้งเตือนทั้งหมดในสัปดาห์นี้	th_TH	{"tokenizations": [{"tokens": ["แสดง", "การ", "แจ้ง", "เตือน", "ทั้งหมด", "ใน", "สัปดาห์", "นี้"], "tokenSpans": [{"start": 0, "length": 4}, {"start": 4, "length": 3}, {"start": 7, "length": 4}, {"start": 11, "length": 5}, {"start": 16, "length": 7}, {"start": 23, "length": 2}, {"start": 25, "length": 7}, {"start": 32, "length": 3}], "tokenizerType": 2, "normalizerType": 1}]}
reminder/show_reminders	5:16:reminder/noun,22:28:datetime	ฉันมีเตือนความจำกี่อันวันนี้	th_TH	{"tokenizations": [{"tokens": ["ฉัน", "มี", "เตือน", "ความ", "จํา", "กี่", "อัน", "วัน", "นี้"], "tokenSpans": [{"start": 0, "length": 3}, {"start": 3, "length": 2}, {"start": 5, "length": 5}, {"start": 10, "length": 4}, {"start": 14, "length": 2}, {"start": 16, "length": 3}, {"start": 19, "length": 3}, {"start": 22, "length": 3}, {"start": 25, "length": 3}], "tokenizerType": 2, "normalizerType": 1}]}
weather/find	0:6:datetime,8:12:weather/attribute	คืนนี้จะหนาวแค่ไหน	th_TH	{"tokenizations": [{"tokens": ["คืน", "นี้", "จะ", "หนาว", "แค่", "ไหน"], "tokenSpans": [{"start": 0, "length": 3}, {"start": 3, "length": 3}, {"start": 6, "length": 2}, {"start": 8, "length": 4}, {"start": 12, "length": 3}, {"start": 15, "length": 3}], "tokenizerType": 2, "normalizerType": 1}]}
alarm/show_alarms	25:36:datetime	แสดงการเตือนที่ตั้งขึ้นในวันพรุ่งนี้	th_TH	{"tokenizations": [{"tokens": ["แสดง", "การ", "เตือน", "ที่", "ตั้ง", "ขึ้น", "ใน", "วัน", "พรุ่ง", "นี้"], "tokenSpans": [{"start": 0, "length": 4}, {"start": 4, "length": 3}, {"start": 7, "length": 5}, {"start": 12, "length": 3}, {"start": 15, "length": 4}, {"start": 19, "length": 4}, {"start": 23, "length": 2}, {"start": 25, "length": 3}, {"start": 28, "length": 5}, {"start": 33, "length": 3}], "tokenizerType": 2, "normalizerType": 1}]}
alarm/cancel_alarm		ปิดนาฬิกาปลุก	th_TH	{"tokenizations": [{"tokens": ["ปิด", "นาฬิกา", "ปลุก"], "tokenSpans": [{"start": 0, "length": 3}, {"start": 3, "length": 6}, {"start": 9, "length": 4}], "tokenizerType": 2, "normalizerType": 1}]}
reminder/show_reminders	7:18:reminder/noun	อะไรคือเตือนความจำทั้งหมดของฉัน	th_TH	{"tokenizations": [{"tokens": ["อะไร", "คือ", "เตือน", "ความ", "จํา", "ทั้งหมด", "ของ", "ฉัน"], "tokenSpans": [{"start": 0, "length": 4}, {"start": 4, "length": 3}, {"start": 7, "length": 5}, {"start": 12, "length": 4}, {"start": 16, "length": 2}, {"start": 18, "length": 7}, {"start": 25, "length": 3}, {"start": 28, "length": 3}], "tokenizerType": 2, "normalizerType": 1}]}
alarm/show_alarms		แสดงนาฬิกาปลุก	th_TH	{"tokenizations": [{"tokens": ["แสดง", "นาฬิกา", "ปลุก"], "tokenSpans": [{"start": 0, "length": 4}, {"start": 4, "length": 6}, {"start": 10, "length": 4}], "tokenizerType": 2, "normalizerType": 1}]}
reminder/set_reminder	11:20:reminder/todo,20:33:datetime	เตือนให้ฉันจ่ายค่าไฟเช้าวันจันทร์	th_TH	{"tokenizations": [{"tokens": ["เตือน", "ให้", "ฉัน", "จ่าย", "ค่า", "ไฟ", "เช้า", "วัน", "จันทร์"], "tokenSpans": [{"start": 0, "length": 5}, {"start": 5, "length": 3}, {"start": 8, "length": 3}, {"start": 11, "length": 4}, {"start": 15, "length": 3}, {"start": 18, "length": 2}, {"start": 20, "length": 4}, {"start": 24, "length": 3}, {"start": 27, "length": 6}], "tokenizerType": 2, "normalizerType": 1}]}
alarm/snooze_alarm	30:37:datetime	เลื่อนนาฬิกาปลุกของฉันเป็นเวลาห้านาที	th_TH	{"tokenizations": [{"tokens": ["เลื่อน", "นาฬิกา", "ปลุก", "ของ", "ฉัน", "เป็น", "เวลา", "ห้า", "นาที"], "tokenSpans": [{"start": 0, "length": 6}, {"start": 6, "length": 6}, {"start": 12, "length": 4}, {"start": 16, "length": 3}, {"start": 19, "length": 3}, {"start": 22, "length": 4}, {"start": 26, "length": 4}, {"start": 30, "length": 3}, {"start": 33, "length": 4}], "tokenizerType": 2, "normalizerType": 1}]}
weather/find	0:6:datetime,8:11:weather/attribute	วันนี้มีแดดไหม	th_TH	{"tokenizations": [{"tokens": ["วัน", "นี้", "มี", "แดด", "ไหม"], "tokenSpans": [{"start": 0, "length": 3}, {"start": 3, "length": 3}, {"start": 6, "length": 2}, {"start": 8, "length": 3}, {"start": 11, "length": 3}], "tokenizerType": 2, "normalizerType": 1}]}
weather/find	0:11:datetime,15:24:weather/attribute	วันพรุ่งนี้จะมีลูกเห็บตกไหม	th_TH	{"tokenizations": [{"tokens": ["วัน", "พรุ่ง", "นี้", "จะ", "มี", "ลูกเห็บ", "ตก", "ไหม"], "tokenSpans": [{"start": 0, "length": 3}, {"start": 3, "length": 5}, {"start": 8, "length": 3}, {"start": 11, "length": 2}, {"start": 13, "length": 2}, {"start": 15, "length": 7}, {"start": 22, "length": 2}, {"start": 24, "length": 3}], "tokenizerType": 2, "normalizerType": 1}]}
alarm/set_alarm	25:42:datetime	ตั้งนาฬิกาปลุกนาฬิกาปลุก 8 เช้าวันพรุ่งนี้	th_TH	{"tokenizations": [{"tokens": ["ตั้ง", "นาฬิกา", "ปลุก", "นาฬิกา", "ปลุก", "8", "เช้า", "วัน", "พรุ่ง", "นี้"], "tokenSpans": [{"start": 0, "length": 4}, {"start": 4, "length": 6}, {"start": 10, "length": 4}, {"start": 14, "length": 6}, {"start": 20, "length": 4}, {"start": 25, "length": 1}, {"start": 27, "length": 4}, {"start": 31, "length": 3}, {"start": 34, "length": 5}, {"start": 39, "length": 3}], "tokenizerType": 2, "normalizerType": 1}]}
weather/find	3:7:weather/attribute	มันหนาวแค่ไหน	th_TH	{"tokenizations": [{"tokens": ["มัน", "หนาว", "แค่", "ไหน"], "tokenSpans": [{"start": 0, "length": 3}, {"start": 3, "length": 4}, {"start": 7, "length": 3}, {"start": 10, "length": 3}], "tokenizerType": 2, "normalizerType": 1}]}
weather/find	3:11:weather/attribute,13:24:location	มันหนาวเย็นในนครนิวยอร์ก	th_TH	{"tokenizations": [{"tokens": ["มัน", "หนาว", "เย็น", "ใน", "นคร", "นิวยอร์ก"], "tokenSpans": [{"start": 0, "length": 3}, {"start": 3, "length": 4}, {"start": 7, "length": 4}, {"start": 11, "length": 2}, {"start": 13, "length": 3}, {"start": 16, "length": 8}], "tokenizerType": 2, "normalizerType": 1}]}
weather/find	0:8:weather/attribute	ความขื้นเป็นเท่าไหร่	th_TH	{"tokenizations": [{"tokens": ["ความ", "ขื้น", "เป็น", "เท่า", "ไหร่"], "tokenSpans": [{"start": 0, "length": 4}, {"start": 4, "length": 4}, {"start": 8, "length": 4}, {"start": 12, "length": 4}, {"start": 16, "length": 4}], "tokenizerType": 2, "normalizerType": 1}]}
