weather/find	0:2:weather/attribute,9:22:location,24:37:datetime	ฝนจะตกที่เมืองแนชวิลล์ในสุดสัปดาห์นี้หรือไม่?	th_TH	{"tokenizations": [{"tokens": ["ฝน", "จะ", "ตก", "ที่", "เมือง", "แนชวิล", "ล์", "ใน", "สุด", "สัปดาห์", "นี้", "หรือ", "ไม่", "?"], "tokenSpans": [{"start": 0, "length": 2}, {"start": 2, "length": 2}, {"start": 4, "length": 2}, {"start": 6, "length": 3}, {"start": 9, "length": 5}, {"start": 14, "length": 6}, {"start": 20, "length": 2}, {"start": 22, "length": 2}, {"start": 24, "length": 3}, {"start": 27, "length": 7}, {"start": 34, "length": 3}, {"start": 37, "length": 4}, {"start": 41, "length": 3}, {"start": 44, "length": 1}], "tokenizerType": 2, "normalizerType": 1}]}
reminder/set_reminder	5:13:reminder/noun	สร้างการเตือน	th_TH	{"tokenizations": [{"tokens": ["สร้าง", "การ", "เตือน"], "tokenSpans": [{"start": 0, "length": 5}, {"start": 5, "length": 3}, {"start": 8, "length": 5}], "tokenizerType": 2, "normalizerType": 1}]}
reminder/show_reminders	4:15:reminder/noun	แสดงเตือนความจำทั้งหมด	th_TH	{"tokenizations": [{"tokens": ["แสดง", "เตือน", "ความ", "จํา", "ทั้งหมด"], "tokenSpans": [{"start": 0, "length": 4}, {"start": 4, "length": 5}, {"start": 9, "length": 4}, {"start": 13, "length": 2}, {"start": 15, "length": 7}], "tokenizerType": 2, "normalizerType": 1}]}
alarm/set_alarm	8:22:datetime	ตั้งปลุกทุกๆสองชั่วโมงในขณะที่ฉันทำโปรเจ็คของโรงเรียนของฉัน	th_TH	{"tokenizations": [{"tokens": ["ตั้ง", "ปลุก", "ทุกๆ", "สอง", "ชั่วโมง", "ใน", "ขณะ", "ที่", "ฉัน", "ทํา", "โปร", "เจ็ค", "ของ", "โรงเรียน", "ของ", "ฉัน"], "tokenSpans": [{"start": 0, "length": 4}, {"start": 4, "length": 4}, {"start": 8, "length": 4}, {"start": 12, "length": 3}, {"start": 15, "length": 7}, {"start": 22, "length": 2}, {"start": 24, "length": 3}, {"start": 27, "length": 3}, {"start": 30, "length": 3}, {"start": 33, "length": 2}, {"start": 35, "length": 3}, {"start": 38, "length": 4}, {"start": 42, "length": 3}, {"start": 45, "length": 8}, {"start": 53, "length": 3}, {"start": 56, "length": 3}], "tokenizerType": 2, "normalizerType": 1}]}
alarm/cancel_alarm	20:26:datetime	ยกเลิกเวลาปลุกของฉันคืนนี้	th_TH	{"tokenizations": [{"tokens": ["ยกเลิก", "เวลา", "ปลุก", "ของ", "ฉัน", "คืน", "นี้"], "tokenSpans": [{"start": 0, "length": 6}, {"start": 6, "length": 4}, {"start": 10, "length": 4}, {"start": 14, "length": 3}, {"start": 17, "length": 3}, {"start": 20, "length": 3}, {"start": 23, "length": 3}], "tokenizerType": 2, "normalizerType": 1}]}
weather/find	0:12:weather/noun,12:22:datetime	พยากรณ์อากาศสุดสัปดาห์	th_TH	{"tokenizations": [{"tokens": ["พยากรณ์", "อากาศ", "สุด", "สัปดาห์"], "tokenSpans": [{"start": 0, "length": 7}, {"start": 7, "length": 5}, {"start": 12, "length": 3}, {"start": 15, "length": 7}], "tokenizerType": 2, "normalizerType": 1}]}
alarm/set_alarm	14:36:datetime,43:53:datetime	ตั้งนาฬิกาปลุกพรุ่งนี้เช้าตอนตี 4:30 แล้วก็ตอนตี 5:30	th_TH	{"tokenizations": [{"tokens": ["ตั้ง", "นาฬิกา", "ปลุก", "พรุ่ง", "นี้", "เช้า", "ตอน", "ตี", "4", ":", "30", "แล้ว", "ก็", "ตอน", "ตี", "5", ":", "30"], "tokenSpans": [{"start": 0, "length": 4}, {"start": 4, "length": 6}, {"start": 10, "length": 4}, {"start": 14, "length": 5}, {"start": 19, "length": 3}, {"start": 22, "length": 4}, {"start": 26, "length": 3}, {"start": 29, "length": 2}, {"start": 32, "length": 1}, {"start": 33, "length": 1}, {"start": 34, "length": 2}, {"start": 37, "length": 4}, {"start": 41, "length": 2}, {"start": 43, "length": 3}, {"start": 46, "length": 2}, {"start": 49, "length": 1}, {"start": 50, "length": 1}, {"start": 51, "length": 2}], "tokenizerType": 2, "normalizerType": 1}]}
alarm/cancel_alarm		ปิดนาฬิกาปลุกทั้งหมด	th_TH	{"tokenizations": [{"tokens": ["ปิด", "นาฬิกา", "ปลุก", "ทั้งหมด"], "tokenSpans": [{"start": 0, "length": 3}, {"start": 3, "length": 6}, {"start": 9, "length": 4}, {"start": 13, "length": 7}], "tokenizerType": 2, "normalizerType": 1}]}
reminder/set_reminder	11:26:reminder/todo	เตือนฉันให้คว้ากุญแจของฉัน	th_TH	{"tokenizations": [{"tokens": ["เตือน", "ฉัน", "ให้", "คว้า", "กุญแจ", "ของ", "ฉัน"], "tokenSpans": [{"start": 0, "length": 5}, {"start": 5, "length": 3}, {"start": 8, "length": 3}, {"start": 11, "length": 4}, {"start": 15, "length": 5}, {"start": 20, "length": 3}, {"start": 23, "length": 3}], "tokenizerType": 2, "normalizerType": 1}]}
reminder/show_reminders	0:6:datetime,8:19:reminder/noun	วันนี้มีเตือนความจำอะไรบ้าง	th_TH	{"tokenizations": [{"tokens": ["วัน", "นี้", "มี", "เตือน", "ความ", "จํา", "อะไร", "บ้าง"], "tokenSpans": [{"start": 0, "length": 3}, {"start": 3, "length": 3}, {"start": 6, "length": 2}, {"start": 8, "length": 5}, {"start": 13, "length": 4}, {"start": 17, "length": 2}, {"start": 19, "length": 4}, {"start": 23, "length": 4}], "tokenizerType": 2, "normalizerType": 1}]}
alarm/set_alarm		ตั้งนาฬิกาปลุก	th_TH	{"tokenizations": [{"tokens": ["ตั้ง", "นาฬิกา", "ปลุก"], "tokenSpans": [{"start": 0, "length": 4}, {"start": 4, "length": 6}, {"start": 10, "length": 4}], "tokenizerType": 2, "normalizerType": 1}]}
