alarm/show_alarms		แสดงนาฬิกาปลุกทั้งหมด	th_TH	{"tokenizations": [{"tokens": ["แสดง", "นาฬิกา", "ปลุก", "ทั้งหมด"], "tokenSpans": [{"start": 0, "length": 4}, {"start": 4, "length": 6}, {"start": 10, "length": 4}, {"start": 14, "length": 7}], "tokenizerType": 2, "normalizerType": 1}]}
weather/find	0:5:weather/noun,7:15:datetime,18:23:location	อากาศในพรุ่งนี้ใน เอลเอ	th_TH	{"tokenizations": [{"tokens": ["อากาศ", "ใน", "พรุ่ง", "นี้", "ใน", "เอล", "เอ"], "tokenSpans": [{"start": 0, "length": 5}, {"start": 5, "length": 2}, {"start": 7, "length": 5}, {"start": 12, "length": 3}, {"start": 15, "length": 2}, {"start": 18, "length": 3}, {"start": 21, "length": 2}], "tokenizerType": 2, "normalizerType": 1}]}
weather/find	0:11:datetime,11:13:weather/attribute	วันพรุ่งนี้ฝนจะตกไหม	th_TH	{"tokenizations": [{"tokens": ["วัน", "พรุ่ง", "นี้", "ฝน", "จะ", "ตก", "ไหม"], "tokenSpans": [{"start": 0, "length": 3}, {"start": 3, "length": 5}, {"start": 8, "length": 3}, {"start": 11, "length": 2}, {"start": 13, "length": 2}, {"start": 15, "length": 2}, {"start": 17, "length": 3}], "tokenizerType": 2, "normalizerType": 1}]}
alarm/snooze_alarm		เลื่อนนาฬิกาปลุก	th_TH	{"tokenizations": [{"tokens": ["เลื่อน", "นาฬิกา", "ปลุก"], "tokenSpans": [{"start": 0, "length": 6}, {"start": 6, "length": 6}, {"start": 12, "length": 4}], "tokenizerType": 2, "normalizerType": 1}]}
weather/find	0:7:location,7:11:weather/attribute	ข้างนอกหนาวแค่ไหน?	th_TH	{"tokenizations": [{"tokens": ["ข้าง", "นอก", "หนาว", "แค่", "ไหน", "?"], "tokenSpans": [{"start": 0, "length": 4}, {"start": 4, "length": 3}, {"start": 7, "length": 4}, {"start": 11, "length": 3}, {"start": 14, "length": 3}, {"start": 17, "length": 1}], "tokenizerType": 2, "normalizerType": 1}]}
weather/find	0:8:datetime,15:19:weather/attribute	พรุ่งนี้มีโอกาสฝนตกไหม	th_TH	{"tokenizations": [{"tokens": ["พรุ่ง", "นี้", "มี", "โอกาส", "ฝน", "ตก", "ไหม"], "tokenSpans": [{"start": 0, "length": 5}, {"start": 5, "length": 3}, {"start": 8, "length": 2}, {"start": 10, "length": 5}, {"start": 15, "length": 2}, {"start": 17, "length": 2}, {"start": 19, "length": 3}], "tokenizerType": 2, "normalizerType": 1}]}
weather/find	5:20:weather/attribute,24:30:datetime	มันจะต่ำกว่าจุดเยือกแข่งคืนนี้มั้ย	th_TH	{"tokenizations": [{"tokens": ["มัน", "จะ", "ต่ํา", "กว่า", "จุด", "เยือก", "แข่ง", "คืน", "นี้", "มั้ย"], "tokenSpans": [{"start": 0, "length": 3}, {"start": 3, "length": 2}, {"start": 5, "length": 3}, {"start": 8, "length": 4}, {"start": 12, "length": 3}, {"start": 15, "length": 5}, {"start": 20, "length": 4}, {"start": 24, "length": 3}, {"start": 27, "length": 3}, {"start": 30, "length": 4}], "tokenizerType": 2, "normalizerType": 1}]}
weather/find	2:6:weather/attribute,9:17:location	มีฝนตกที่แอชวิลล์ไหม?	th_TH	{"tokenizations": [{"tokens": ["มี", "ฝน", "ตก", "ที่", "แอ", "ชวิลล์", "ไหม", "?"], "tokenSpans": [{"start": 0, "length": 2}, {"start": 2, "length": 2}, {"start": 4, "length": 2}, {"start": 6, "length": 3}, {"start": 9, "length": 2}, {"start": 11, "length": 6}, {"start": 17, "length": 3}, {"start": 20, "length": 1}], "tokenizerType": 2, "normalizerType": 1}]}
weather/find	18:20:weather/attribute	นานแค่ไหนที่คาดว่าฝนจะตก?	th_TH	{"tokenizations": [{"tokens": ["นาน", "แค่", "ไหน", "ที่", "คาด", "ว่า", "ฝน", "จะ", "ตก", "?"], "tokenSpans": [{"start": 0, "length": 3}, {"start": 3, "length": 3}, {"start": 6, "length": 3}, {"start": 9, "length": 3}, {"start": 12, "length": 3}, {"start": 15, "length": 3}, {"start": 18, "length": 2}, {"start": 20, "length": 2}, {"start": 22, "length": 2}, {"start": 24, "length": 1}], "tokenizerType": 2, "normalizerType": 1}]}
reminder/set_reminder	11:25:reminder/todo	เตือนฉันให้ซื้ออาหารสุนัข	th_TH	{"tokenizations": [{"tokens": ["เตือน", "ฉัน", "ให้", "ซื้อ", "อาหาร", "สุนัข"], "tokenSpans": [{"start": 0, "length": 5}, {"start": 5, "length": 3}, {"start": 8, "length": 3}, {"start": 11, "length": 4}, {"start": 15, "length": 5}, {"start": 20, "length": 5}], "tokenizerType": 2, "normalizerType": 1}]}
weather/find	10:23:weather/attribute	ฉันควรจะนำเสื้อแจ็คเก็ตไปด้วยไหม	th_TH	{"tokenizations": [{"tokens": ["ฉัน", "ควร", "จะ", "นํา", "เสื้อ", "แจ็ค", "เก็ต", "ไป", "ด้วย", "ไหม"], "tokenSpans": [{"start": 0, "length": 3}, {"start": 3, "length": 3}, {"start": 6, "length": 2}, {"start": 8, "length": 2}, {"start": 10, "length": 5}, {"start": 15, "length": 4}, {"start": 19, "length": 4}, {"start": 23, "length": 2}, {"start": 25, "length": 4}, {"start": 29, "length": 3}], "tokenizerType": 2, "normalizerType": 1}]}
alarm/set_alarm	13:22:datetime	ตั้งเวลาปลุก 3 โมงเย็น	th_TH	{"tokenizations": [{"tokens": ["ตั้ง", "เวลา", "ปลุก", "3", "โมง", "เย็น"], "tokenSpans": [{"start": 0, "length": 4}, {"start": 4, "length": 4}, {"start": 8, "length": 4}, {"start": 13, "length": 1}, {"start": 15, "length": 3}, {"start": 18, "length": 4}], "tokenizerType": 2, "normalizerType": 1}]}
alarm/set_alarm	17:26:datetime	ตั้งนาฬิกาปลุกตอน10โมงเช้า	th_TH	{"tokenizations": [{"tokens": ["ตั้ง", "นาฬิกา", "ปลุก", "ตอน10โมง", "เช้า"], "tokenSpans": [{"start": 0, "length": 4}, {"start": 4, "length": 6}, {"start": 10, "length": 4}, {"start": 14, "length": 8}, {"start": 22, "length": 4}], "tokenizerType": 2, "normalizerType": 1}]}
weather/find	0:12:weather/noun,12:22:datetime	พยากรณ์อากาศวันอาทิตย์เป็นอย่างไร	th_TH	{"tokenizations": [{"tokens": ["พยากรณ์", "อากาศ", "วัน", "อาทิตย์", "เป็น", "อย่างไร"], "tokenSpans": [{"start": 0, "length": 7}, {"start": 7, "length": 5}, {"start": 12, "length": 3}, {"start": 15, "length": 7}, {"start": 22, "length": 4}, {"start": 26, "length": 7}], "tokenizerType": 2, "normalizerType": 1}]}
alarm/set_alarm	14:23:datetime	ตั้งนาฬิกาปลุกสำหรับตี3	th_TH	{"tokenizations": [{"tokens": ["ตั้ง", "นาฬิกา", "ปลุก", "สําหรับ", "ตี3"], "tokenSpans": [{"start": 0, "length": 4}, {"start": 4, "length": 6}, {"start": 10, "length": 4}, {"start": 14, "length": 6}, {"start": 20, "length": 3}], "tokenizerType": 2, "normalizerType": 1}]}
alarm/set_alarm	14:36:datetime	ตั้งนาฬิกาปลุกสำหรับ หนึ่งทุ่มคืนนี้	th_TH	{"tokenizations": [{"tokens": ["ตั้ง", "นาฬิกา", "ปลุก", "สําหรับ", "หนึ่ง", "ทุ่ม", "คืน", "นี้"], "tokenSpans": [{"start": 0, "length": 4}, {"start": 4, "length": 6}, {"start": 10, "length": 4}, {"start": 14, "length": 6}, {"start": 21, "length": 5}, {"start": 26, "length": 4}, {"start": 30, "length": 3}, {"start": 33, "length": 3}], "tokenizerType": 2, "normalizerType": 1}]}
