reminder/set_reminder	11:24:datetime,25:48:reminder/todo	Recuérdame en una semana cancelar mi suscripción	es_XX	{"tokenizations": [{"tokens": ["recuérdame", "en", "una", "semana", "cancelar", "mi", "suscripción"], "tokenSpans": [{"start": 0, "length": 10}, {"start": 11, "length": 2}, {"start": 14, "length": 3}, {"start": 18, "length": 6}, {"start": 25, "length": 8}, {"start": 34, "length": 2}, {"start": 37, "length": 11}], "tokenizerType": 2, "normalizerType": 1}]}
reminder/set_reminder	14:26:reminder/noun,32:52:reminder/todo,53:67:datetime	Configurar un recordatorio para solicitar vacaciones mañana a las 9	es_XX	{"tokenizations": [{"tokens": ["configurar", "un", "recordatorio", "para", "solicitar", "vacaciones", "mañana", "a", "las", "9"], "tokenSpans": [{"start": 0, "length": 10}, {"start": 11, "length": 2}, {"start": 14, "length": 12}, {"start": 27, "length": 4}, {"start": 32, "length": 9}, {"start": 42, "length": 10}, {"start": 53, "length": 6}, {"start": 60, "length": 1}, {"start": 62, "length": 3}, {"start": 66, "length": 1}], "tokenizerType": 2, "normalizerType": 1}]}
weather/find	24:30:weather/attribute,34:41:location,42:45:datetime	A qué hora comenzará la lluvia en Conyers hoy?	es_XX	{"tokenizations": [{"tokens": ["a", "qué", "hora", "comenzará", "la", "lluvia", "en", "conyers", "hoy", "?"], "tokenSpans": [{"start": 0, "length": 1}, {"start": 2, "length": 3}, {"start": 6, "length": 4}, {"start": 11, "length": 9}, {"start": 21, "length": 2}, {"start": 24, "length": 6}, {"start": 31, "length": 2}, {"start": 34, "length": 7}, {"start": 42, "length": 3}, {"start": 45, "length": 1}], "tokenizerType": 2, "normalizerType": 1}]}
alarm/set_alarm	22:54:datetime	Configurar una alarma por cada 15 minutos por una hora	es_XX	{"tokenizations":[{"tokens":["configurar","una","alarma","por","cada","15","minutos","por","una","hora"],"tokenSpans":[{"start":0,"length":10},{"start":11,"length":3},{"start":15,"length":6},{"start":22,"length":3},{"start":26,"length":4},{"start":31,"length":2},{"start":34,"length":7},{"start":42,"length":3},{"start":46,"length":3},{"start":50,"length":4}],"tokenizerType":2,"normalizerType":1}]}
alarm/cancel_alarm		borrar todas mis alarmas	es_XX	{"tokenizations":[{"tokens":["borrar","todas","mis","alarmas"],"tokenSpans":[{"start":0,"length":6},{"start":7,"length":5},{"start":13,"length":3},{"start":17,"length":7}],"tokenizerType":2,"normalizerType":1}]}
reminder/show_reminders	8:21:reminder/noun	Cuántos recordatorios tengo configurados?	es_XX	{"tokenizations": [{"tokens": ["cuántos", "recordatorios", "tengo", "configurados", "?"], "tokenSpans": [{"start": 0, "length": 7}, {"start": 8, "length": 13}, {"start": 22, "length": 5}, {"start": 28, "length": 12}, {"start": 40, "length": 1}], "tokenizerType": 2, "normalizerType": 1}]}
reminder/cancel_reminder	11:23:reminder/noun,27:41:reminder/todo	Cancela el recordatorio de mi cita médica	es_XX	{"tokenizations": [{"tokens": ["cancela", "el", "recordatorio", "de", "mi", "cita", "médica"], "tokenSpans": [{"start": 0, "length": 7}, {"start": 8, "length": 2}, {"start": 11, "length": 12}, {"start": 24, "length": 2}, {"start": 27, "length": 2}, {"start": 30, "length": 4}, {"start": 35, "length": 6}], "tokenizerType": 2, "normalizerType": 1}]}
alarm/time_left_on_alarm		¿Cuántas horas tengo antes de que suene mi próxima alarma?	es_XX	{"tokenizations": [{"tokens": ["¿", "cuántas", "horas", "tengo", "antes", "de", "que", "suene", "mi", "próxima", "alarma", "?"], "tokenSpans": [{"start": 0, "length": 1}, {"start": 1, "length": 7}, {"start": 9, "length": 5}, {"start": 15, "length": 5}, {"start": 21, "length": 5}, {"start": 27, "length": 2}, {"start": 30, "length": 3}, {"start": 34, "length": 5}, {"start": 40, "length": 2}, {"start": 43, "length": 7}, {"start": 51, "length": 6}, {"start": 57, "length": 1}], "tokenizerType": 2, "normalizerType": 1}]}
alarm/set_alarm	14:28:datetime	Pon la alarma por 30 minutos  para descanso de estudio.	es_XX	{"tokenizations":[{"tokens":["pon","la","alarma","por","30","minutos","para","descanso","de","estudio","."],"tokenSpans":[{"start":0,"length":3},{"start":4,"length":2},{"start":7,"length":6},{"start":14,"length":3},{"start":18,"length":2},{"start":21,"length":7},{"start":30,"length":4},{"start":35,"length":8},{"start":44,"length":2},{"start":47,"length":7},{"start":54,"length":1}],"tokenizerType":2,"normalizerType":1}]}
reminder/set_reminder	11:27:reminder/todo	Recuerdame comprar entradas	es_XX	{"tokenizations":[{"tokens":["recuerdame","comprar","entradas"],"tokenSpans":[{"start":0,"length":10},{"start":11,"length":7},{"start":19,"length":8}],"tokenizerType":2,"normalizerType":1}]}
weather/find	14:21:weather/attribute,22:28:datetime	Se supone que lloverá mañana?	es_XX	{"tokenizations": [{"tokens": ["se", "supone", "que", "lloverá", "mañana", "?"], "tokenSpans": [{"start": 0, "length": 2}, {"start": 3, "length": 6}, {"start": 10, "length": 3}, {"start": 14, "length": 7}, {"start": 22, "length": 6}, {"start": 28, "length": 1}], "tokenizerType": 2, "normalizerType": 1}]}
alarm/set_alarm	22:38:datetime	Configurar una alarma para las 9:30 PM recordándome para completar mi proceso de cocción.	es_XX	{"tokenizations": [{"tokens": ["configurar", "una", "alarma", "para", "las", "9", ":", "30", "pm", "recordándome", "para", "completar", "mi", "proceso", "de", "cocción", "."], "tokenSpans": [{"start": 0, "length": 10}, {"start": 11, "length": 3}, {"start": 15, "length": 6}, {"start": 22, "length": 4}, {"start": 27, "length": 3}, {"start": 31, "length": 1}, {"start": 32, "length": 1}, {"start": 33, "length": 2}, {"start": 36, "length": 2}, {"start": 39, "length": 12}, {"start": 52, "length": 4}, {"start": 57, "length": 9}, {"start": 67, "length": 2}, {"start": 70, "length": 7}, {"start": 78, "length": 2}, {"start": 81, "length": 7}, {"start": 88, "length": 1}], "tokenizerType": 2, "normalizerType": 1}]}
reminder/set_reminder	14:26:reminder/noun	Dame un nuevo recordatorio	es_XX	{"tokenizations":[{"tokens":["dame","un","nuevo","recordatorio"],"tokenSpans":[{"start":0,"length":4},{"start":5,"length":2},{"start":8,"length":5},{"start":14,"length":12}],"tokenizerType":2,"normalizerType":1}]}
alarm/set_alarm	17:66:datetime	Programar alarma para cada cinco minutos por la próxima media hora 	es_XX	{"tokenizations":[{"tokens":["programar","alarma","para","cada","cinco","minutos","por","la","próxima","media","hora"],"tokenSpans":[{"start":0,"length":9},{"start":10,"length":6},{"start":17,"length":4},{"start":22,"length":4},{"start":27,"length":5},{"start":33,"length":7},{"start":41,"length":3},{"start":45,"length":2},{"start":48,"length":8},{"start":57,"length":5},{"start":63,"length":4}],"tokenizerType":2,"normalizerType":1}]}
alarm/show_alarms		Que alarma tengo configurada?	es_XX	{"tokenizations":[{"tokens":["que","alarma","tengo","configurada","?"],"tokenSpans":[{"start":0,"length":3},{"start":4,"length":6},{"start":11,"length":5},{"start":17,"length":11},{"start":28,"length":1}],"tokenizerType":2,"normalizerType":1}]}
